TRACT_ID,YEAR,TOTAL_POPULATION,LAND_AREA
06037433503,2015,2868,0.306
06037433504,2015,4601,0.354
06037434003,2015,4476,0.378
06077003205,2015,3944,0.606
06067002500,2015,1661,0.380
06067003600,2015,3010,0.490
06067004004,2015,6278,1.083
06067004008,2015,3621,0.610
06067004009,2015,4763,0.723
06067005101,2015,4589,0.790
06067005404,2015,5340,1.536
06067007601,2015,6767,1.154
06067006400,2015,5244,1.319
06067006600,2015,6718,0.853
06067007417,2015,3312,0.949
06067008007,2015,3265,0.819
06067008009,2015,4629,1.677
06067008120,2015,4258,0.761
06067008127,2015,5671,0.898
06067008132,2015,3679,0.760
06067008145,2015,8112,1.309
06099000910,2015,6162,0.741
06099001200,2015,3812,0.593
06099002301,2015,8039,1.653
06099002602,2015,4606,0.963
06099002605,2015,3749,0.620
06099003100,2015,3961,61.296
06099003803,2015,2888,0.681
06099000302,2015,2725,0.519
06099000303,2015,5699,1.030
06099000501,2015,7491,13.617
06001409100,2015,2217,0.189
06001409400,2015,4581,0.483
06001410300,2015,3381,0.223
06001420300,2015,4564,0.502
06001423200,2015,2808,0.177
06001423300,2015,4063,0.281
06001423601,2015,2744,0.203
06001427700,2015,4979,0.386
06037271400,2015,3660,0.443
06037271701,2015,5867,0.385
06037271801,2015,3558,0.187
06037121802,2015,3487,0.367
06037122121,2015,2784,0.159
06037122122,2015,2419,0.393
06037123901,2015,4327,0.499
06037123902,2015,2721,0.257
06037124103,2015,2203,0.126
06037124104,2015,2727,0.126
06037124105,2015,2694,0.126
06095252605,2015,5822,0.606
06095252903,2015,4569,87.727
06095251701,2015,3620,0.611
06095252000,2015,4155,1.192
06095252105,2015,3380,1.026
06095252606,2015,5921,0.505
06095252703,2015,4071,0.510
06095252707,2015,5201,1.459
06095253201,2015,4795,1.940
06095250701,2015,3327,0.841
06095250900,2015,1931,0.313
06095251702,2015,2829,0.223
06095251902,2015,5957,0.791
06095251903,2015,5576,0.993
06095252104,2015,5833,3.794
06095252909,2015,3137,2.184
06095252910,2015,6051,0.640
06095253300,2015,3138,170.927
06095250200,2015,3915,0.519
06095251000,2015,2530,0.280
06095251804,2015,3639,0.639
06095252106,2015,4493,1.116
06095250300,2015,3517,0.425
06095250502,2015,3080,0.736
06095252103,2015,5554,0.866
06095252402,2015,5047,5.822
06095252502,2015,2289,0.348
06059074200,2015,9197,0.580
06059074408,2015,5782,0.181
06059074805,2015,5744,0.182
06059074901,2015,9969,0.390
06059075004,2015,5242,0.133
06059075504,2015,4330,0.778
06059075506,2015,3544,0.512
06059075513,2015,5705,0.256
06059099902,2015,4530,0.530
06059099903,2015,5993,0.535
06075012302,2015,2468,0.036
06075012401,2015,4787,0.036
06075012402,2015,3600,0.138
06075012501,2015,3728,0.052
06075012502,2015,4101,0.024
06075012601,2015,2334,0.066
06075012602,2015,2943,0.243
06075012901,2015,2587,0.070
06075012902,2015,3537,0.135
06075013101,2015,4071,0.067
06075013102,2015,2823,0.092
06075015801,2015,3997,0.133
06075015802,2015,3081,0.066
06075016801,2015,3558,0.088
06075016802,2015,3011,0.083
06075017101,2015,3733,0.121
06075017102,2015,3764,0.114
06075017801,2015,3115,0.082
06077002702,2015,4769,0.988
06037115202,2015,4560,0.671
06037115401,2015,5983,0.736
06039000503,2015,8708,59.173
06039000506,2015,6531,16.315
06039000700,2015,11728,3.237
06039000800,2015,6943,1.088
06039000900,2015,9359,1.478
06039000502,2015,11782,4.155
06039000508,2015,7653,42.075
06039000103,2015,5001,254.761
06045011200,2015,2608,251.240
06045011500,2015,6531,2.024
06045011400,2015,4444,4.271
06045011600,2015,6042,1.477
06045011800,2015,2120,253.216
06045011700,2015,4699,68.147
06045010600,2015,6195,285.931
06045010900,2015,4943,133.514
06045010700,2015,6445,10.289
06045010802,2015,2179,120.102
06045011300,2015,6003,101.689
06045010100,2015,2430,777.225
06045010200,2015,3513,739.931
06045010400,2015,3247,2.746
06045010801,2015,6645,70.278
06045010500,2015,4444,1.430
06045010300,2015,4294,184.238
06087101100,2015,5385,0.741
06087120302,2015,2632,1.329
06087120500,2015,5203,56.482
06087122202,2015,2416,1.015
06087122300,2015,3825,16.157
06087100200,2015,6499,0.941
06065040502,2015,6684,3.468
06065040604,2015,5799,1.461
06065030900,2015,3526,2.379
06065030503,2015,3699,0.215
06065031402,2015,7268,0.870
06065031704,2015,4906,1.008
06065040303,2015,3421,1.169
06065040603,2015,2600,1.145
06065040903,2015,2842,0.330
06065041003,2015,2796,0.713
06065030501,2015,4682,0.725
06065030602,2015,3395,1.273
06065030603,2015,3148,1.375
06065031501,2015,6505,1.011
06065040202,2015,3579,0.596
06065040203,2015,3785,0.363
06065040204,2015,3797,0.532
06065043313,2015,3678,0.553
06065043401,2015,6495,1.252
06065043504,2015,8462,5.195
06065043802,2015,5398,2.446
06065043900,2015,5990,1.144
06065044505,2015,6967,4.547
06065040201,2015,6116,3.012
06065031001,2015,5671,0.766
06065031200,2015,6781,1.493
06085512025,2015,3159,0.518
06085511912,2015,5415,0.945
06085511913,2015,4167,0.744
06085511914,2015,5797,1.071
06085512029,2015,6848,0.751
06085512030,2015,2954,0.473
06085512034,2015,3221,0.403
06085512503,2015,7895,5.257
06085512508,2015,8419,0.917
06085500300,2015,3633,1.133
06085500800,2015,3470,0.638
06085501300,2015,4557,0.288
06085502910,2015,3455,0.457
06085503112,2015,4118,0.438
06085503116,2015,5156,0.442
06085503207,2015,4327,0.514
06067008008,2015,4918,1.170
06067008010,2015,4984,1.925
06085501200,2015,4788,0.321
06085501700,2015,5024,0.423
06085502201,2015,6862,0.375
06019004703,2015,4417,0.496
06019005406,2015,3794,0.734
06019005509,2015,5233,1.004
06019005606,2015,4151,0.887
06019006000,2015,8602,3.727
06019004405,2015,4018,0.940
06019004301,2015,3986,2.084
06019005704,2015,6040,1.028
06019003102,2015,7687,0.880
06019001800,2015,4669,22.057
06019008301,2015,5829,13.253
06019001000,2015,3671,1.890
06019004205,2015,6822,1.966
06019004505,2015,5358,0.995
06019005508,2015,5549,1.002
06019006602,2015,5673,1.145
06019005801,2015,4932,1.010
06019002200,2015,3433,0.511
06019000600,2015,5223,0.952
06019003600,2015,3887,0.752
06019004601,2015,3023,0.701
06019002800,2015,4694,1.019
06019005505,2015,6404,0.996
06019006802,2015,3906,14.360
06029002811,2015,3366,1.468
06029002000,2015,7132,0.995
06089012702,2015,3198,498.502
06089010500,2015,5627,1.639
06089011600,2015,3561,19.463
06089011900,2015,4547,25.505
06089012301,2015,3062,6.563
06089012302,2015,5501,36.536
06089010900,2015,4032,1.804
06089012303,2015,3956,28.550
06001450602,2015,9625,2.391
06025012001,2015,4649,0.221
06025012002,2015,9391,1.894
06089012400,2015,3929,610.537
06089011300,2015,5039,1.303
06089012500,2015,1581,469.817
06089012000,2015,4621,4.183
06089012701,2015,4264,387.831
06111002400,2015,2751,0.748
06111004504,2015,5742,0.332
06111005403,2015,2515,0.291
06111005910,2015,1725,1.746
06111006000,2015,4801,1.283
06111007508,2015,3591,0.669
06111007700,2015,6041,3.477
06111007901,2015,5742,0.595
06111007903,2015,4682,1.485
06111002000,2015,2771,1.346
06111002600,2015,3118,0.546
06111003201,2015,4345,0.205
06111003300,2015,8553,0.771
06111003700,2015,6677,0.400
06111003900,2015,7679,0.658
06111005909,2015,3471,0.516
06111005911,2015,4088,2.855
06065046800,2015,6457,0.757
06065046900,2015,1672,3807.182
06065047000,2015,1481,52.116
06065047201,2015,2170,1.016
06065047202,2015,1939,16.001
06065047900,2015,12895,3.098
06065048100,2015,7020,25.504
06065048200,2015,4279,0.723
06065048300,2015,6776,0.740
06065048700,2015,4215,2.274
06065048800,2015,4576,1.651
06083001306,2015,3305,1.595
06083001402,2015,3278,1.919
06083001604,2015,5032,0.948
06083001706,2015,4508,47.036
06083001704,2015,3070,2.406
06083002606,2015,3348,156.089
06083002915,2015,479,0.522
06083002502,2015,7447,63.362
06083002922,2015,9971,1.923
06083002924,2015,6643,0.170
06083002926,2015,6002,0.129
06083002930,2015,7344,1.715
06083002932,2015,2353,89.501
06083003007,2015,3503,4.622
06083003102,2015,3286,197.210
06083002928,2015,4633,0.487
06037273800,2015,3328,0.286
06037276400,2015,4176,0.493
06037276500,2015,5272,0.460
06037277100,2015,3200,0.478
06037293201,2015,6594,0.412
06073003101,2015,3735,0.405
06073003111,2015,7246,0.558
06073003114,2015,3637,0.438
06073003212,2015,3635,0.491
06073003303,2015,4469,0.240
06073003902,2015,4482,0.453
06073005300,2015,5695,0.337
06073005400,2015,7503,0.596
06067007427,2015,7445,0.761
06067007428,2015,3612,0.504
06067007429,2015,5193,0.387
06067007430,2015,7733,0.736
06067007301,2015,5205,4.942
06067007431,2015,3557,0.441
06067007432,2015,5309,0.430
06067007433,2015,8156,1.008
06067008505,2015,2211,0.472
06067008506,2015,2558,0.428
06067008507,2015,3778,1.406
06067008508,2015,7652,7.290
06067008509,2015,4870,0.850
06085512052,2015,4326,0.591
06085512053,2015,5018,0.422
06085512311,2015,3330,2.152
06085512312,2015,3095,0.553
06085512310,2015,4169,1.566
06085512314,2015,6104,1.437
06085512313,2015,4201,1.015
06085512509,2015,4148,1.881
06085512510,2015,6167,8.938
06085512603,2015,4221,0.807
06085512604,2015,4959,0.857
06085513000,2015,8068,1.063
06085513500,2015,938,589.759
06087990100,2015,0,0.000
06089010601,2015,2698,2.034
06037434004,2015,2912,0.264
06037461501,2015,4182,0.388
06037460401,2015,948,2.078
06059110001,2015,4513,0.472
06059110102,2015,5679,0.596
06059110109,2015,5208,0.508
06059110114,2015,4707,0.599
06059110402,2015,5578,0.757
06059110500,2015,8383,1.749
06059042331,2015,5343,0.761
06059063103,2015,2538,0.375
06059063701,2015,5962,0.302
06059063903,2015,3883,0.536
06059063905,2015,4635,0.524
06059074004,2015,8938,0.520
06037532304,2015,4537,3.164
06037532606,2015,4940,0.108
06037532800,2015,4381,0.213
06037532900,2015,6974,0.297
06037603102,2015,3738,0.288
06037551700,2015,6331,0.500
06037552100,2015,6161,0.566
06037552601,2015,5465,0.274
06037552900,2015,6762,0.505
06037553100,2015,6723,0.767
06037553701,2015,3965,0.384
06037553901,2015,7068,0.494
06037554516,2015,3720,0.561
06037555104,2015,4006,0.325
06037570002,2015,3114,0.301
06037570204,2015,3897,0.212
06095253000,2015,6757,1.372
06095253402,2015,7128,6.466
06095252102,2015,3901,17.867
06077003112,2015,3344,0.544
06077003215,2015,3747,3.845
06077000402,2015,4136,0.563
06077001102,2015,4605,0.637
06077002300,2015,5034,0.804
06077003208,2015,13164,2.018
06077003403,2015,5093,1.001
06077004202,2015,1603,0.467
06077003308,2015,1521,0.200
06077003601,2015,3623,11.855
06077004303,2015,4934,1.009
06077005001,2015,5468,2.085
06077005124,2015,3253,0.418
06077005127,2015,5839,0.771
06077002701,2015,6509,1.602
06077003111,2015,3611,0.824
06077003306,2015,4937,0.449
06077003305,2015,3578,0.790
06077000300,2015,1978,0.508
06077001500,2015,8228,1.840
06077003210,2015,3014,0.483
06077003214,2015,3300,0.414
06077003307,2015,5024,0.619
06077003407,2015,3053,0.560
06037143901,2015,4162,2.040
06037183220,2015,4465,0.206
06037185100,2015,6452,0.879
06037185320,2015,2806,0.227
06037186100,2015,4632,0.520
06037261101,2015,3890,2.524
06037243000,2015,6934,0.277
06037262100,2015,3028,3.377
06037262303,2015,2972,1.009
06037262601,2015,3759,1.426
06037400900,2015,4312,0.760
06037401102,2015,2921,0.495
06037401312,2015,5678,1.084
06037402200,2015,6959,2.181
06037403312,2015,5090,2.710
06037238000,2015,5462,0.642
06037238320,2015,3916,0.181
06085508202,2015,7634,1.005
06085509108,2015,4465,0.892
06085509109,2015,4555,0.808
06087100800,2015,7404,0.730
06055201403,2015,789,91.352
06055201601,2015,2422,2.453
06055201602,2015,3521,2.535
06057001203,2015,3149,8.142
06057001204,2015,2185,10.903
06057001205,2015,5104,22.989
06057001206,2015,5875,6.036
06059032057,2015,8013,1.401
06059032058,2015,7356,2.308
06059032059,2015,10714,1.000
06059042114,2015,4554,1.458
06059042203,2015,7369,4.212
06059042312,2015,10018,1.577
06059011402,2015,2389,0.438
06059021813,2015,97,1.573
06059021814,2015,6937,1.739
06059052410,2015,5456,1.992
06059052420,2015,22185,12.443
06059052502,2015,6512,1.177
06059001103,2015,4305,0.519
06059001501,2015,6436,1.244
06059001503,2015,5603,1.192
06059001901,2015,3043,0.318
06059042334,2015,5173,0.514
06059052417,2015,9322,0.816
06059052513,2015,6213,0.599
06059062610,2015,7800,4.524
06059062626,2015,3204,0.182
06059062631,2015,3221,0.919
06059062645,2015,6741,2.138
06059062647,2015,4200,0.682
06059062702,2015,4771,0.575
06059063004,2015,6303,1.495
06059063010,2015,7465,1.043
06059063400,2015,4658,0.881
06059063802,2015,2943,0.473
06059063806,2015,3999,0.814
06059063906,2015,5946,0.410
06059074005,2015,7623,0.495
06059074107,2015,5782,0.602
06059074109,2015,3713,0.333
06059074403,2015,5956,1.710
06059074501,2015,6922,0.209
06059074801,2015,5912,0.333
06067007004,2015,7201,1.111
06067007007,2015,5528,1.300
06067008402,2015,5491,1.254
06067008122,2015,3439,0.964
06067008140,2015,2687,0.637
06067008209,2015,4081,1.345
06067009111,2015,6045,0.568
06067009308,2015,6233,1.118
06037555202,2015,3315,0.407
06037555211,2015,5588,0.306
06037555212,2015,4743,0.262
06037570800,2015,5754,0.928
06037407002,2015,3740,1.085
06077003114,2015,9801,2.238
06077004902,2015,6222,92.331
06077003109,2015,5574,1.205
06005000500,2015,2905,41.806
06005000200,2015,3948,124.741
06005000402,2015,4546,28.334
06005000301,2015,5117,75.533
06005000401,2015,4353,16.373
06083002707,2015,2304,0.448
06083000103,2015,2995,16.561
06083000600,2015,4519,1.534
06083000801,2015,4163,0.367
06083001000,2015,5610,0.486
06083001500,2015,3160,12.413
06083001601,2015,5275,1.631
06083001901,2015,7274,161.992
06083001903,2015,6199,9.064
06083001906,2015,5946,105.723
06083002006,2015,2464,168.287
06083002007,2015,10131,2.050
06083002009,2015,3965,1.005
06083002103,2015,3900,1.096
06083002209,2015,3418,0.424
06083002706,2015,6603,0.493
06083002206,2015,5096,0.518
06083002303,2015,6225,0.507
06083002702,2015,7943,0.556
06083002703,2015,4139,0.800
06017031502,2015,6526,10.202
06017030401,2015,3874,1.845
06017030402,2015,3495,4.246
06089010702,2015,4130,4.699
06089010200,2015,2233,0.993
06089011500,2015,5704,16.132
06095250501,2015,2073,0.510
06095250601,2015,5327,0.920
06095251802,2015,2493,0.841
06095252705,2015,6164,0.666
06095252108,2015,3107,0.626
06095253106,2015,3456,0.422
06095253107,2015,6225,0.982
06059032045,2015,2983,1.397
06059032046,2015,5887,2.485
06059032048,2015,5333,0.744
06059032053,2015,8317,2.733
06059042108,2015,5568,0.458
06059042305,2015,3502,0.922
06059042332,2015,5435,1.617
06059052411,2015,5169,0.676
06059052422,2015,4482,2.598
06059052424,2015,4850,0.587
06001443001,2015,2897,0.297
06001450200,2015,5103,0.625
06001427800,2015,5143,0.321
06001428301,2015,6584,1.817
06001433000,2015,3833,0.510
06001433200,2015,7375,1.226
06001435200,2015,4453,0.875
06001436402,2015,2872,1.646
06067988300,2015,6300,1.287
06069000502,2015,6790,1.348
06069000501,2015,5483,0.969
06069000701,2015,4391,0.644
06069000702,2015,4786,4.966
06069000801,2015,3572,3.346
06037403317,2015,4514,1.483
06037403318,2015,6106,1.301
06037403324,2015,6684,3.611
06037403405,2015,1812,1.351
06037403703,2015,4939,0.834
06037404501,2015,2576,0.311
06037405201,2015,5319,0.523
06037405202,2015,5285,0.370
06037406101,2015,3551,0.536
06037407200,2015,7123,0.562
06083980000,2015,8,1.727
06083980100,2015,0,195.585
06083990000,2015,0,0.000
06085501402,2015,3205,0.205
06085502301,2015,3458,0.474
06085501101,2015,4428,0.254
06085501102,2015,4883,0.474
06085501401,2015,3343,0.393
06085502302,2015,2813,0.260
06085502604,2015,3937,0.494
06085503117,2015,3355,0.193
06085503118,2015,5557,0.218
06085503121,2015,4606,0.847
06085503122,2015,3019,1.398
06085502603,2015,2493,0.468
06085503123,2015,3835,0.260
06053990000,2015,0,0.000
06055200301,2015,5011,1.084
06055200302,2015,2736,0.735
06055200505,2015,2815,0.296
06055200504,2015,6537,0.715
06055200601,2015,5137,0.789
06055200602,2015,4180,1.282
06055200704,2015,5198,0.597
06055200705,2015,3213,0.491
06055200706,2015,3388,0.717
06055200707,2015,3145,0.575
06055200803,2015,2121,1.971
06055200804,2015,5937,0.475
06055201003,2015,4904,27.905
06055201004,2015,6451,1.023
06055201005,2015,2164,11.360
06055201006,2015,3243,0.602
06055201007,2015,4395,0.506
06055201101,2015,2194,0.695
06055201102,2015,1933,57.504
06055201401,2015,3239,39.638
06055201402,2015,3061,12.120
06071009906,2015,4852,0.948
06071009908,2015,4824,0.862
06071009910,2015,5133,1.694
06071009911,2015,6783,1.745
06071009912,2015,4517,1.091
06071009913,2015,6021,4.677
06037910205,2015,1362,10.887
06037910302,2015,5710,1.589
06037920020,2015,7149,4.171
06037920015,2015,6233,2.262
06013352102,2015,5724,8.992
06013352202,2015,2592,5.321
06013355200,2015,8871,11.779
06013369002,2015,2521,0.581
06013371000,2015,6085,0.499
06013387000,2015,2894,0.310
06013322000,2015,6160,1.697
06013334001,2015,3773,0.504
06001436900,2015,6577,0.466
06001437000,2015,3340,0.615
06001438300,2015,4174,0.330
06001440304,2015,5156,0.377
06001441402,2015,5204,0.631
06001441522,2015,5368,0.505
06001441800,2015,6991,0.786
06001441921,2015,3767,0.327
06001442000,2015,3228,3.139
06001442100,2015,5245,0.705
06001442200,2015,6906,1.624
06001440331,2015,3596,0.718
06001441302,2015,5698,0.771
06067009310,2015,7107,1.999
06067009318,2015,2526,0.514
06067009610,2015,6027,0.721
06067009611,2015,3333,0.744
06067009614,2015,7514,0.857
06067009004,2015,3426,0.534
06067009103,2015,3334,0.731
06067009106,2015,4020,0.609
06067009107,2015,3327,0.790
06067009403,2015,2096,32.747
06067001400,2015,2419,0.306
06067002600,2015,2741,0.362
06067002700,2015,3761,0.498
06067003800,2015,5619,1.892
06067004001,2015,4999,1.289
06067004100,2015,4979,0.785
06067004601,2015,7578,0.875
06067004802,2015,4799,0.550
06067004904,2015,5787,0.956
06029003000,2015,8180,1.028
06029003112,2015,5532,1.148
06029003304,2015,4458,618.097
06029004800,2015,10593,1.808
06029005401,2015,6544,2.039
06029006201,2015,3163,34.440
06029001901,2015,3902,0.668
06029000506,2015,2651,1.261
06029000903,2015,4167,0.639
06029001103,2015,5304,0.479
06029002812,2015,5631,0.615
06029002815,2015,4599,0.505
06029003113,2015,5338,0.858
06029003123,2015,18026,3.578
06029006100,2015,8357,5.850
06029000505,2015,4084,0.754
06029000504,2015,4659,1.267
06029000600,2015,6522,1.674
06029000904,2015,4513,0.880
06037400304,2015,6998,1.213
06037294110,2015,4541,0.383
06037296300,2015,4530,0.410
06037297000,2015,5206,0.557
06037301203,2015,4427,0.211
06037310703,2015,5305,0.385
06037400602,2015,4288,0.595
06037575901,2015,3365,0.162
06081610304,2015,4230,1.352
06081610700,2015,5011,0.435
06081611600,2015,2261,0.322
06081600200,2015,4273,0.447
06081600300,2015,3964,0.843
06081600700,2015,7447,0.313
06081601502,2015,5575,0.312
06081602200,2015,7798,0.362
06081602300,2015,3847,3.866
06081603700,2015,5906,0.690
06081603900,2015,5388,0.773
06001406000,2015,3472,0.816
06001406100,2015,4905,0.711
06001406500,2015,6352,0.288
06075016000,2015,2554,0.061
06075010500,2015,2589,0.264
06075011300,2015,2885,0.040
06075015200,2015,4300,0.108
06075017700,2015,1763,0.349
06075022702,2015,2342,0.109
06075022801,2015,5252,0.223
06075023103,2015,2922,0.485
06075025900,2015,4249,0.254
06075026003,2015,4976,0.154
06073020207,2015,5208,0.320
06073020706,2015,6305,6.443
06073020806,2015,5999,2.677
06073020902,2015,2190,163.188
06073020904,2015,2591,57.763
06073008327,2015,6129,2.416
06073008502,2015,6121,1.221
06073008507,2015,8424,0.863
06099003905,2015,3756,0.913
06099003908,2015,2322,0.407
06099002501,2015,6993,2.001
06099003604,2015,9222,37.232
06099003202,2015,16849,6.004
06099001603,2015,6435,0.874
06099002200,2015,6333,1.025
06099003002,2015,7525,9.249
06099000202,2015,7455,1.547
06099003300,2015,5352,247.574
06099003201,2015,4599,2.676
06067006201,2015,6447,0.861
06067006500,2015,6965,1.502
06067007014,2015,7560,0.748
06067007206,2015,4075,7.219
06067007504,2015,2034,1.323
06067008005,2015,4400,2.141
06067008135,2015,4218,0.545
06067008139,2015,3491,0.516
06067008143,2015,3961,0.928
06067008144,2015,2768,0.543
06067008907,2015,5242,0.596
06067008912,2015,3070,0.680
06067007011,2015,6378,0.752
06067007209,2015,3819,0.990
06067007403,2015,5017,0.837
06081608100,2015,3832,0.234
06081608502,2015,2600,0.197
06081600100,2015,5082,5.671
06081601100,2015,5992,0.378
06081601300,2015,8699,0.430
06081601501,2015,5283,0.280
06081601700,2015,4511,0.452
06081602000,2015,8326,1.413
06081602400,2015,7287,1.049
06081603000,2015,4595,1.367
06037463900,2015,3373,0.725
06037464200,2015,5786,1.348
06037297120,2015,3789,0.171
06037297400,2015,3761,0.808
06037300501,2015,3065,0.514
06037300502,2015,6003,0.639
06037301000,2015,4944,0.789
06037301602,2015,4064,0.388
06037302301,2015,4359,0.270
06037311200,2015,3230,0.382
06037400800,2015,6113,1.016
06037401704,2015,5733,0.698
06037401800,2015,7909,2.323
06037541801,2015,5572,0.276
06037542200,2015,7068,0.513
06037542402,2015,3303,0.606
06037542700,2015,5834,0.377
06037543305,2015,3147,3.215
06037543501,2015,6516,1.027
06037543903,2015,3727,0.518
06037550000,2015,1555,0.301
06037401902,2015,5690,1.026
06037403500,2015,1879,1.891
06037555002,2015,3099,0.342
06037572301,2015,3835,0.315
06037575102,2015,4267,0.157
06037600911,2015,3423,0.263
06037603600,2015,4208,0.362
06037621002,2015,999,0.114
06037700400,2015,5322,0.508
06037702501,2015,4424,0.515
06037900705,2015,4118,2.039
06037463102,2015,3659,0.975
06037482402,2015,7378,1.289
06103000900,2015,3711,105.039
06103000100,2015,4278,1155.806
06103000300,2015,4828,1283.783
06103000200,2015,8131,95.997
06103000400,2015,5603,110.045
06103001100,2015,7907,66.451
06103000500,2015,5048,3.311
06103001000,2015,6310,68.459
06025010200,2015,2177,72.409
06025010400,2015,7641,2.382
06067004006,2015,5054,0.723
06067004010,2015,5066,0.637
06067004011,2015,2974,0.424
06067004903,2015,7147,0.685
06067004906,2015,3188,0.370
06067005002,2015,6383,1.183
06067005506,2015,3072,0.501
06067005801,2015,5356,1.020
06067006300,2015,5580,1.062
06067007012,2015,3265,0.409
06067007204,2015,4605,3.159
06067007423,2015,4709,0.381
06067007905,2015,4436,0.943
06067007906,2015,3595,0.738
06067008128,2015,2200,0.388
06067008141,2015,6973,0.809
06067008142,2015,3535,0.585
06067008403,2015,5666,1.146
06037134720,2015,4859,0.382
06037137201,2015,5842,0.769
06037137502,2015,4117,0.807
06037137504,2015,2027,1.482
06037139702,2015,6063,3.419
06037143500,2015,4708,0.459
06037181400,2015,4619,0.340
06037189400,2015,3513,0.559
06037185202,2015,4086,0.465
06037188300,2015,3608,0.350
06037189902,2015,5218,0.141
06037190100,2015,4801,0.232
06037192300,2015,2809,0.340
06037195100,2015,4942,0.604
06037195720,2015,2223,0.112
06037199201,2015,4121,0.152
06073020211,2015,7280,0.613
06073020304,2015,6194,5.382
06073020307,2015,7543,8.544
06073020601,2015,5935,0.500
06073001100,2015,3545,0.368
06073001700,2015,4487,0.244
06073001800,2015,5392,0.289
06073001900,2015,3171,0.690
06073002100,2015,4842,0.345
06073002401,2015,4824,0.252
06073002708,2015,6112,0.247
06073002709,2015,3600,0.240
06073002803,2015,5365,0.429
06073002902,2015,6846,0.617
06073003115,2015,7054,0.592
06073003202,2015,4993,0.506
06073003502,2015,4972,0.299
06073003602,2015,3350,0.253
06073004100,2015,7110,0.585
06073005100,2015,6970,0.626
06073006100,2015,2473,0.345
06073007100,2015,4554,1.106
06073007302,2015,2069,0.323
06073008102,2015,3226,0.531
06073008333,2015,14721,6.010
06071010410,2015,3081,22.057
06071000104,2015,6081,1.556
06071000401,2015,6279,2.314
06071001703,2015,5883,0.731
06071002301,2015,10317,2.198
06071002501,2015,6299,1.540
06071003401,2015,7344,1.001
06071003403,2015,4336,0.752
06071004900,2015,7741,1.868
06071005800,2015,3382,0.628
06071007000,2015,6723,0.876
06071005200,2015,3891,0.765
06111002300,2015,7617,1.451
06111003605,2015,9085,0.845
06111004101,2015,7108,0.432
06111004704,2015,1575,7.565
06111000600,2015,6207,0.739
06111001001,2015,2885,17.195
06111001002,2015,6762,3.194
06099002002,2015,4800,6.836
06099002302,2015,3889,0.817
06099003400,2015,1606,350.134
06099003700,2015,4793,15.604
06099003802,2015,5438,0.939
06099000201,2015,5606,2.048
06099000807,2015,3719,0.508
06099000909,2015,4824,0.665
06099001001,2015,5658,1.008
06099003907,2015,7687,1.426
06099001700,2015,2538,0.485
06099001800,2015,2173,0.957
06099001900,2015,5106,1.101
06099002603,2015,2572,0.489
06099002702,2015,7683,0.849
06099002901,2015,4624,122.570
06099003904,2015,4674,1.411
06001420100,2015,2487,0.214
06001422900,2015,4525,0.210
06001436800,2015,4260,0.396
06001436401,2015,7826,1.203
06001410400,2015,4344,0.273
06001424001,2015,4125,0.197
06001432700,2015,2548,0.319
06073008335,2015,11256,1.716
06073008336,2015,2250,0.320
06073008344,2015,3391,0.788
06073008348,2015,5647,0.771
06073008501,2015,5288,1.164
06073008513,2015,3071,0.578
06073016402,2015,7908,2.342
06059062800,2015,3725,0.700
06059063101,2015,3020,0.722
06059063301,2015,3052,0.354
06059063302,2015,4144,0.520
06059063500,2015,6976,0.609
06059063808,2015,5857,0.284
06059074102,2015,6712,0.439
06059074103,2015,5280,0.383
06059074106,2015,6411,1.450
06059074300,2015,4450,0.201
06059074602,2015,8782,0.390
06059074701,2015,8404,0.405
06059087801,2015,5299,0.500
06059087105,2015,4268,0.668
06001424002,2015,2277,0.127
06001430900,2015,5021,0.423
06001431000,2015,2940,0.368
06001432800,2015,3296,1.414
06001433102,2015,3842,0.554
06001433700,2015,3352,0.509
06001407300,2015,2513,0.915
06001421500,2015,3736,0.614
06055200900,2015,902,1.884
06055201200,2015,4892,22.978
06073009704,2015,5840,1.207
06073008800,2015,6921,0.564
06073009106,2015,4527,0.922
06073008311,2015,2976,0.970
06073013606,2015,6849,1.459
06073013802,2015,2833,0.274
06073013905,2015,4481,0.851
06073014200,2015,6088,0.871
06073014300,2015,4014,0.446
06073015200,2015,3857,1.646
06065043266,2015,5448,0.402
06065043267,2015,6547,2.046
06065043270,2015,5612,1.197
06065043271,2015,3965,1.552
06065043272,2015,5104,24.551
06065043276,2015,3652,3.057
06065043278,2015,6833,3.727
06065043279,2015,4930,7.760
06065043291,2015,8262,2.369
06065043316,2015,4045,1.952
06065043317,2015,7811,10.284
06065043512,2015,6747,1.196
06065043513,2015,2935,1.008
06065043517,2015,7732,15.094
06065043274,2015,2526,3.258
06065043810,2015,4803,1.651
06065043811,2015,4356,11.064
06065043812,2015,5844,19.905
06065043814,2015,961,0.647
06065043601,2015,4392,0.482
06065043602,2015,3907,0.736
06065043813,2015,5171,124.259
06065043818,2015,4335,0.702
06065043820,2015,4482,1.657
06065031401,2015,7139,0.874
06065040807,2015,3302,0.778
06065041001,2015,2899,0.189
06037277000,2015,5563,0.888
06037291130,2015,3572,0.498
06037291220,2015,3794,0.316
06037294410,2015,4979,0.322
06037296210,2015,2749,0.216
06037134103,2015,4460,0.402
06037432902,2015,3641,0.418
06037433602,2015,2685,0.358
06037920108,2015,4444,1.075
06037920112,2015,3999,0.667
