TRACT_ID,YEAR,TOTAL_POPULATION,LAND_AREA
06111000100,2017,557,919.000
06111000500,2017,1565,19.596
06111000901,2017,2588,3.812
06111000902,2017,2043,20.066
06085511701,2017,4518,3.565
06081607701,2017,4294,0.476
06081607800,2017,3429,0.401
06081608002,2017,3538,0.329
06081608013,2017,4191,0.451
06081609602,2017,1801,0.385
06081610000,2017,4795,0.533
06081610500,2017,5302,0.473
06081610601,2017,6115,0.357
06081611000,2017,6523,0.530
06081611200,2017,2887,0.436
06081611300,2017,5350,0.674
06081612100,2017,8925,0.383
06081600600,2017,5640,0.296
06081601601,2017,2883,2.528
06081603200,2017,3739,1.735
06081604102,2017,2866,0.884
06081604900,2017,3329,0.592
06081605000,2017,8446,1.570
06081605100,2017,3168,1.030
06081605200,2017,3718,0.364
06081606200,2017,8105,0.465
06081606500,2017,3548,0.547
06081606600,2017,3820,0.431
06081606900,2017,2560,1.328
06081607600,2017,3662,0.504
06081601603,2017,5969,0.479
06081602100,2017,3139,0.185
06081603400,2017,5970,4.509
06081604101,2017,8299,0.432
06081604200,2017,4113,0.671
06081604400,2017,4966,0.772
06081604700,2017,2735,0.426
06081604800,2017,4944,0.399
06081605400,2017,6018,1.019
06037534202,2017,5563,0.225
06037534900,2017,6059,0.404
06037535102,2017,4939,0.229
06037535701,2017,5749,0.298
06037536000,2017,3822,0.505
06037536102,2017,3419,1.069
06037536200,2017,7159,0.855
06037209520,2017,2671,0.089
06037211410,2017,2709,0.105
06037211500,2017,4073,0.351
06037212420,2017,3540,0.055
06037212800,2017,4051,0.301
06037213100,2017,3036,0.208
06037216300,2017,4942,0.491
06037219800,2017,3042,0.173
06037222700,2017,4145,0.316
06037224310,2017,2208,0.070
06037224420,2017,2461,0.138
06037228220,2017,4546,0.141
06037228320,2017,3210,0.130
06037228410,2017,3517,0.108
06037228420,2017,3325,0.107
06037228500,2017,4865,0.173
06037228900,2017,2731,0.199
06037229420,2017,4963,0.226
06037231220,2017,4635,0.372
06037231500,2017,4975,0.354
06111000600,2017,6333,0.739
06111004101,2017,6785,0.432
06111004704,2017,1427,7.565
06059074902,2017,6497,0.217
06059075505,2017,3528,0.645
06059075512,2017,4135,0.242
06059075703,2017,4216,0.957
06071002010,2017,10551,2.845
06071004504,2017,8272,2.652
06071005300,2017,5383,0.669
06071005400,2017,7144,0.699
06071005500,2017,8585,0.681
06071004202,2017,6242,0.700
06071004401,2017,4169,0.690
06071006302,2017,10028,1.002
06071007404,2017,3934,1.452
06037533901,2017,6404,0.294
06037532604,2017,2837,0.099
06037533804,2017,4696,0.197
06037534001,2017,5384,0.303
06037534403,2017,2964,0.123
06037534406,2017,5109,0.150
06037534502,2017,4875,0.220
06037535101,2017,7920,0.437
06037535503,2017,2393,0.123
06037535604,2017,4352,0.171
06037271300,2017,4629,0.565
06037271600,2017,4755,0.347
06037463000,2017,2277,0.694
06037293302,2017,5698,0.433
06037460502,2017,4419,1.009
06037195710,2017,4573,0.187
06037139502,2017,3021,0.405
06037143300,2017,6851,0.636
06037211910,2017,4590,0.053
06037213201,2017,4420,0.129
06037800324,2017,6570,1.357
06037800326,2017,5061,16.035
06037701801,2017,6779,0.734
06037702400,2017,4471,0.766
06037702502,2017,4171,0.694
06037800102,2017,6778,20.346
06037240800,2017,4591,0.243
06037242000,2017,4301,0.250
06037242700,2017,6155,0.392
06037267200,2017,6089,0.455
06037267600,2017,2755,0.490
06037402301,2017,5829,0.516
06037402403,2017,5143,0.785
06037134302,2017,3725,0.501
06037134303,2017,6160,0.601
06037134421,2017,3943,0.824
06037134520,2017,5934,0.367
06037135111,2017,3272,0.398
06037271400,2017,3728,0.443
06037271701,2017,5543,0.385
06037271801,2017,3415,0.187
06037273800,2017,3122,0.286
06037276400,2017,4143,0.493
06059099251,2017,5949,0.511
06059099308,2017,6139,1.182
06059099411,2017,5596,0.512
06059099413,2017,8559,1.352
06059099415,2017,5738,2.880
06059099417,2017,4526,0.994
06059099508,2017,4860,0.462
06059099511,2017,3226,0.316
06059062900,2017,1562,0.178
06059099203,2017,6416,0.492
06059099216,2017,4394,0.611
06059099225,2017,3390,1.464
06059074702,2017,6163,0.344
06059075405,2017,3180,0.341
06059075604,2017,8024,2.426
06059075607,2017,6421,0.784
06059075701,2017,7366,0.815
06059075811,2017,3279,0.457
06059075901,2017,4123,0.501
06059076202,2017,5974,0.833
06059086404,2017,6815,0.454
06059086405,2017,7568,0.471
06059086601,2017,10194,0.502
06059087704,2017,4951,0.511
06059087806,2017,5876,0.471
06111005908,2017,3058,0.713
06111006500,2017,3563,0.600
06111006700,2017,3087,0.750
06111006900,2017,4011,1.078
06111007202,2017,4208,3.126
06111007505,2017,3114,0.596
06111008001,2017,3635,0.366
06111008004,2017,5028,0.625
06111001502,2017,9260,1.006
06111001507,2017,4268,0.710
06111001900,2017,4254,4.286
06111002400,2017,2643,0.748
06111004504,2017,5317,0.332
06111005403,2017,2627,0.291
06111005910,2017,1766,1.746
06111006000,2017,4873,1.283
06111007508,2017,3773,0.669
06111007700,2017,6086,3.477
06111007901,2017,5431,0.595
06013345113,2017,4446,2.073
06013345114,2017,6700,2.195
06013345115,2017,5846,6.149
06013345116,2017,2798,0.487
06013345203,2017,6935,9.930
06013345204,2017,4005,5.698
06013346203,2017,3777,1.116
06013346204,2017,7444,5.026
06013351101,2017,2655,0.990
06013351102,2017,3584,0.955
06013351103,2017,1872,1.164
06013355107,2017,5313,31.695
06013355108,2017,13020,8.431
06013355109,2017,7469,1.175
06013355110,2017,4290,0.692
06013355111,2017,6109,0.961
06013355112,2017,5410,100.682
06037128602,2017,3708,0.438
06037128801,2017,3246,0.190
06037128802,2017,4974,0.375
06037131701,2017,4764,0.254
06037131702,2017,3826,0.277
06037132001,2017,3386,0.374
06037132002,2017,3413,0.617
06037132101,2017,4763,0.313
06037132102,2017,5655,0.530
06037132501,2017,4449,0.270
06037132502,2017,4030,0.237
06037134001,2017,3780,0.224
06037134002,2017,4075,0.286
06037134423,2017,3525,0.603
06037134424,2017,2778,1.434
06037134521,2017,3545,0.136
06037134522,2017,3935,0.238
06037134903,2017,6243,0.218
06037134904,2017,4456,0.398
06037134905,2017,3926,0.999
06037135113,2017,3088,0.248
06037135114,2017,4784,0.489
06037137103,2017,5219,0.294
06037137104,2017,2952,0.990
06037139001,2017,5389,0.478
06097153807,2017,3704,22.789
06097153808,2017,4563,1.165
06097153809,2017,4496,1.579
06097154201,2017,4009,10.277
06097154202,2017,5804,67.440
06097154303,2017,1507,51.672
06097154304,2017,2243,343.108
06097990100,2017,0,0.000
06099000510,2017,9075,2.808
06099002005,2017,3772,0.368
06099002006,2017,4783,0.454
06099002401,2017,4078,0.306
06099002402,2017,6086,0.857
06099002503,2017,4655,0.622
06099002504,2017,4927,0.929
06099003605,2017,7779,1.439
06099003606,2017,11945,1.712
06099003804,2017,6612,1.137
06099003805,2017,2787,0.836
06099004000,2017,3825,59.798
06101050401,2017,4459,0.679
06101050402,2017,3975,3.373
06101050403,2017,3608,2.978
06101050701,2017,4359,8.971
06101050702,2017,6116,40.573
06105000101,2017,2427,549.914
06105000102,2017,4600,448.746
06077004308,2017,4287,0.294
06077004403,2017,3882,0.392
06077004404,2017,3741,1.506
06077004501,2017,2600,0.918
06077004502,2017,4243,0.636
06077004703,2017,3578,65.232
06077004704,2017,5136,117.931
06077005129,2017,3510,0.458
06077005130,2017,3448,0.520
06077005131,2017,5386,29.815
06077005132,2017,3171,0.355
06077005133,2017,4033,0.587
06077005134,2017,5055,0.631
06077005135,2017,7343,6.012
06077005206,2017,21879,25.764
06077005207,2017,14698,16.849
06037576700,2017,3920,0.299
06113010606,2017,7397,1.109
06113010608,2017,6355,0.924
06113011205,2017,8016,0.989
06113010508,2017,2539,0.923
06113010607,2017,4311,1.317
06113010704,2017,2577,0.331
06113010800,2017,3729,1.502
06113011001,2017,7119,0.888
06113011300,2017,8954,112.029
06113010602,2017,5969,0.810
06113010901,2017,5499,0.753
06113011500,2017,5949,321.726
06113010204,2017,4980,0.730
06113011103,2017,3047,0.500
06113011101,2017,3079,0.506
06113010509,2017,3473,0.405
06113011204,2017,5493,0.978
06113011102,2017,5048,0.502
06023000500,2017,4448,0.932
06023001000,2017,6108,2.109
06023010300,2017,3501,250.463
06023010400,2017,3602,14.036
06023010600,2017,1852,81.392
06023010800,2017,4285,39.463
06023000300,2017,6381,1.191
06023000600,2017,4792,1.284
06023000100,2017,3842,1.488
06023000200,2017,6206,1.203
06023010102,2017,2344,782.294
06023000900,2017,5217,24.862
06023011000,2017,4962,2.785
06023000800,2017,5264,6.014
06023010501,2017,7374,3.717
06023010200,2017,2593,240.668
06023011100,2017,4689,116.361
06037121210,2017,3095,0.774
06037123104,2017,4748,0.302
06037124600,2017,3148,0.432
06037127102,2017,5717,0.332
06037128302,2017,4718,0.266
06037128702,2017,5733,0.633
06037503202,2017,5246,0.440
06037503501,2017,6319,0.597
06081605900,2017,5804,0.299
06081606100,2017,4824,0.947
06081609400,2017,3485,0.422
06081609500,2017,4976,0.742
06081609700,2017,4656,2.093
06081611100,2017,6455,1.280
06081611700,2017,5509,3.923
06081613000,2017,3627,1.789
06081600500,2017,8231,0.515
06081601604,2017,2701,0.572
06081601400,2017,7427,0.565
06081602800,2017,4829,0.472
06081610203,2017,3928,0.234
06081601000,2017,6896,1.036
06081610602,2017,4037,0.412
06081607702,2017,2941,0.235
06109002100,2017,4435,340.467
06109001100,2017,3824,3.650
06109001200,2017,3550,7.420
06109003200,2017,5801,151.495
06109002200,2017,8175,18.924
06109004100,2017,5389,31.283
06109005201,2017,2164,194.831
06109003100,2017,6889,575.577
06109004200,2017,3085,835.227
06109005100,2017,8126,61.728
06077001000,2017,5098,1.318
06077001200,2017,5349,0.854
06077001400,2017,4751,0.752
06077002000,2017,3504,0.772
06077003106,2017,3715,0.635
06077003108,2017,4505,0.523
06077003203,2017,3486,0.749
06077003311,2017,3442,0.526
06077003700,2017,3221,16.177
06077004701,2017,2819,5.255
06077005122,2017,6427,3.941
06077003209,2017,3517,0.497
06077001600,2017,2121,0.575
06077001900,2017,5066,1.113
06077003205,2017,4176,0.606
06077003404,2017,6476,0.516
06077004800,2017,6230,139.669
06077004901,2017,7816,3.771
06071007901,2017,8074,4.620
06037203300,2017,2146,0.575
06037206020,2017,8116,0.325
06037208610,2017,4531,0.135
06037208620,2017,4325,0.125
06037209102,2017,5641,0.118
06037211701,2017,2973,0.252
06037135201,2017,2839,0.591
06037137000,2017,4948,
06037137501,2017,4397,0.970
06037651002,2017,4931,0.456
06037651201,2017,4909,0.673
06037651221,2017,3384,0.269
06037670403,2017,2689,0.645
06037670413,2017,4808,0.844
06037670701,2017,7177,1.155
06037700300,2017,6240,0.233
06037701501,2017,5046,0.239
06037701701,2017,3384,0.253
06037702201,2017,4510,0.465
06037702700,2017,3771,0.518
06037702801,2017,5066,0.463
06037703001,2017,6007,1.831
06037900504,2017,6605,4.080
06037900602,2017,5692,1.970
06037900703,2017,4100,1.003
06037408800,2017,4033,0.691
06037430101,2017,5381,0.766
06037430200,2017,1151,1.986
06037430400,2017,4879,1.388
06037431400,2017,4157,0.610
06037533603,2017,7036,0.313
06037533902,2017,4000,0.294
06037534203,2017,3385,0.291
06037534405,2017,4090,0.205
06037534501,2017,5262,0.260
06037534700,2017,4474,0.213
06037535501,2017,3949,0.190
06037535804,2017,5631,0.189
06037540202,2017,7000,0.291
06037540300,2017,5309,0.592
06037540501,2017,6858,0.561
06037541001,2017,1186,1.008
06037276500,2017,5477,0.460
06037277100,2017,3201,0.478
06037293201,2017,6927,0.412
06037294810,2017,4101,0.124
06037300701,2017,6347,5.135
06037301502,2017,6794,0.258
06037301601,2017,6645,0.875
06037302102,2017,6070,0.401
06037143902,2017,2931,0.974
06037183620,2017,3178,0.200
06037187300,2017,3376,0.451
06037189702,2017,2102,0.564
06037199110,2017,2612,0.348
06037191720,2017,3646,0.102
06037197200,2017,3866,0.288
06037203900,2017,3128,0.173
06037204120,2017,2906,0.101
06037204410,2017,2243,0.114
06037204910,2017,3458,0.200
06037205120,2017,3428,0.566
06037206050,2017,2180,0.635
06037216200,2017,5631,0.373
06037216900,2017,4942,0.422
06037218800,2017,2998,0.159
06037311500,2017,5682,0.577
06037302103,2017,5958,0.213
06037310800,2017,5224,0.825
06037310900,2017,6401,0.839
06037320100,2017,7567,0.734
06037400204,2017,6001,2.807
06037400302,2017,3140,0.503
06037401101,2017,5583,1.163
06037401201,2017,3332,0.904
06037401601,2017,5364,1.002
06037402101,2017,5198,0.458
06037403319,2017,4384,0.865
06037403408,2017,6515,1.225
06037404902,2017,4299,0.268
06037405203,2017,3808,0.278
06037405400,2017,5422,0.521
06037406102,2017,6225,0.636
06037406500,2017,6537,0.782
06037407900,2017,6882,0.577
06111007903,2017,4869,1.485
06111002000,2017,2623,1.346
06111002600,2017,3163,0.546
06065042509,2017,3293,0.500
06065042513,2017,3219,0.446
06065042520,2017,4927,0.574
06065042521,2017,5019,0.625
06065042714,2017,3447,0.865
06065042719,2017,5529,10.522
06065042800,2017,8294,2.108
06065043211,2017,5352,0.989
06065043218,2017,5415,1.924
06065043220,2017,4480,0.689
06065043503,2017,3791,1.044
06065043809,2017,3175,8.627
06065044102,2017,3044,0.501
06065044402,2017,5531,252.934
06065044509,2017,4033,0.877
06065044602,2017,3607,1.002
06065042410,2017,5235,0.869
06065042213,2017,4701,1.109
06065042411,2017,2483,0.518
06065042412,2017,4950,19.787
06037131100,2017,3226,0.425
06037132900,2017,3705,0.458
06037133100,2017,5696,0.583
06037134104,2017,4333,0.250
06037212305,2017,3228,0.042
06037212620,2017,4266,0.112
06037213320,2017,2419,0.120
06037214700,2017,2625,0.228
06037216800,2017,3070,0.286
06037217200,2017,4105,0.355
06037221810,2017,2747,0.117
06037222100,2017,4018,0.185
06037224700,2017,6450,0.246
06037228210,2017,4078,0.158
06037231210,2017,3496,0.124
06037231720,2017,5046,0.182
06037231800,2017,5034,0.201
06037232300,2017,4753,0.242
06037235100,2017,4930,0.456
06037237710,2017,3762,0.167
06037980022,2018,0,2.085
06037980023,2018,0,1.105
06037980025,2018,0,1.141
06037980030,2018,0,1.640
06037980031,2018,1113,4.864
06037980033,2018,14,4.895
06037980026,2018,37,5.351
06037141101,2018,4896,0.285
06037141102,2018,3068,0.296
06037141201,2018,4471,0.268
06037141202,2018,2751,0.270
06037141303,2018,3427,0.101
06019005503,2018,5709,6.738
06019005510,2018,4978,1.009
06019005513,2018,2996,1.019
06019008100,2018,6380,2.980
06019004602,2018,2506,0.994
06019005302,2018,5375,0.753
06019005403,2018,4592,0.501
06019005507,2018,5597,0.997
06019005605,2018,1604,0.369
06019006700,2018,6670,2.203
06019007201,2018,7974,13.352
06019007202,2018,5275,2.062
06019007500,2018,5287,35.091
06019005515,2018,1663,24.768
06019005301,2018,5961,0.749
06019005407,2018,3354,0.499
06019005512,2018,5185,1.805
06019005602,2018,4960,1.248
06019005701,2018,3601,0.947
06019002502,2018,4221,0.501
06019002602,2018,3758,0.504
06013302008,2018,8656,7.252
06013302009,2018,7531,2.031
06013302010,2018,11803,2.652
06013303102,2018,9218,2.513
06013303103,2018,13027,12.980
06013303203,2018,10134,2.440
06013304002,2018,1483,32.441
06013303201,2018,11847,5.135
06013303204,2018,4535,0.790
06013304001,2018,4966,11.039
06013303202,2018,7294,1.422
06013304004,2018,3935,0.997
06013303205,2018,8818,5.293
06013304003,2018,4044,3.438
06013304005,2018,8623,17.349
06037531101,2018,4973,0.269
06037277400,2018,1263,0.247
06037291300,2018,2873,0.911
06037294120,2018,2545,0.603
06037294520,2018,3779,0.187
06037294820,2018,3631,0.148
06037296220,2018,4405,0.208
06037297300,2018,2370,0.474
06037300600,2018,9129,0.836
06037300901,2018,6193,2.684
06037301100,2018,7165,0.514
06037302202,2018,5363,0.197
06037302302,2018,5782,0.244
06037311300,2018,3883,0.472
06037320000,2018,0,0.466
06037400604,2018,3616,1.862
06037401203,2018,5295,0.735
06037401500,2018,6184,1.446
06037401602,2018,6071,0.782
06037101110,2018,4314,0.442
06037103200,2018,6726,2.863
06037104103,2018,3647,0.367
06037106603,2018,3222,5.905
06037108102,2018,3677,0.843
06037109601,2018,4938,0.854
06037109700,2018,4568,0.612
06037111201,2018,3485,0.738
06037113232,2018,4358,0.797
06037113422,2018,6385,0.589
06085505006,2018,10288,5.372
06085505700,2018,7225,0.622
06085506103,2018,4943,0.594
06085506202,2018,7178,0.971
06085506301,2018,5676,0.568
06085506302,2018,6688,0.783
06085506304,2018,5265,0.422
06085503304,2018,7186,0.559
06085502906,2018,4521,0.597
06085503001,2018,4181,0.663
06085503108,2018,8152,0.878
06085503312,2018,3974,5.809
06085503402,2018,5626,0.324
06085503506,2018,6735,0.386
06059062604,2018,15525,20.278
06059062629,2018,2545,0.413
06059062640,2018,3703,0.569
06065040402,2018,4512,1.875
06065040501,2018,7191,1.976
06065042514,2018,3094,0.379
06065042404,2018,2332,0.393
06065042505,2018,3670,1.391
06065042510,2018,5520,0.493
06065042518,2018,3457,0.386
06065042519,2018,1861,0.368
06065042720,2018,5492,13.779
06065043006,2018,5422,2.822
06065043314,2018,3915,0.751
06085512509,2018,5244,1.881
06085512510,2018,7352,8.938
06085512603,2018,4563,0.807
06085512604,2018,4854,0.857
06085513000,2018,9146,1.063
06085513500,2018,1278,589.759
06087990100,2018,0,0.000
06089010601,2018,2454,2.034
06037434004,2018,2948,0.264
06037461501,2018,4074,0.388
06037460401,2018,903,2.078
06037910205,2018,1367,10.887
06037910302,2018,5476,1.589
06037920020,2018,6911,4.171
06037920015,2018,5706,2.262
06013352102,2018,5873,8.992
06013352202,2018,2837,5.321
06013355200,2018,11313,11.779
06013369002,2018,2782,0.581
06013371000,2018,5892,0.499
06013387000,2018,2975,0.310
06013322000,2018,6492,1.697
06013334001,2018,3942,0.504
06001436900,2018,6513,0.466
06001437000,2018,3497,0.615
06001438300,2018,3887,0.330
06001440304,2018,5163,0.377
06001441402,2018,5436,0.631
06001441522,2018,5373,0.505
06001441800,2018,7359,0.786
06001441921,2018,4084,0.327
06001442000,2018,3232,3.139
06001442100,2018,5303,0.705
06001442200,2018,7196,1.624
06001440331,2018,3275,0.718
06001441302,2018,5902,0.771
06067009310,2018,7734,1.999
06067009318,2018,2310,0.514
06067009610,2018,6801,0.721
06067009611,2018,3348,0.744
06067009614,2018,7288,0.857
06067009004,2018,3896,0.534
06067009103,2018,3298,0.731
06067009106,2018,4210,0.609
06047000503,2018,3149,45.373
06047000504,2018,6638,2.655
06047000505,2018,6952,17.572
06047000701,2018,3254,0.744
06047001002,2018,15739,6.651
06065941200,2018,2550,5.026
06065941300,2018,3311,1.012
06065941400,2018,3853,0.992
06065941500,2018,5130,15.212
06065980004,2018,0,2.214
06065981000,2018,6021,2.580
06067001101,2018,2366,0.606
06067003204,2018,5428,0.618
06067004501,2018,3470,0.696
06001443301,2018,4343,0.618
06001450742,2018,5226,3.003
06001451601,2018,5806,1.520
06001451701,2018,3181,0.472
06001400600,2018,1638,0.115
06001401200,2018,2577,0.258
06001403100,2018,1668,0.134
06001403800,2018,3343,0.253
06001404000,2018,2998,0.143
06001404501,2018,1795,0.428
06001405100,2018,4324,0.490
06001405700,2018,3434,0.212
06001405800,2018,4645,0.200
06001406900,2018,3708,0.337
06001436602,2018,5256,0.345
06001433300,2018,7743,0.949
06001435300,2018,4757,0.497
06001436300,2018,9279,0.707
06001437300,2018,3258,0.399
06001437500,2018,4586,0.245
06001437800,2018,4730,0.492
06001438100,2018,8080,0.774
06053011700,2018,3830,2.028
06053013600,2018,4762,0.366
06053013700,2018,4472,0.275
06053013800,2018,6080,0.473
06053010102,2018,3615,11.970
06053010305,2018,4644,6.059
06053011102,2018,12103,45.884
06053011202,2018,7326,1.466
06053012200,2018,2621,0.334
06085512036,2018,5268,0.314
06085512037,2018,3382,0.382
06085512039,2018,5257,0.552
06085512038,2018,3259,0.552
06085512042,2018,3001,0.250
06085512043,2018,6744,0.344
06085512045,2018,5566,0.789
06085512047,2018,5866,0.639
06081604400,2018,5196,0.772
06081604700,2018,2694,0.426
06081604800,2018,5035,0.399
06081605400,2018,5805,1.019
06081605900,2018,5556,0.299
06081606100,2018,5010,0.947
06081609400,2018,3325,0.422
06081609500,2018,4908,0.742
06081609700,2018,4692,2.093
06081611100,2018,6768,1.280
06081611700,2018,5405,3.923
06081613000,2018,3981,1.789
06081600500,2018,8477,0.515
06081601604,2018,2693,0.572
06081601400,2018,7164,0.565
06081602800,2018,4855,0.472
06081610203,2018,4079,0.234
06081601000,2018,7025,1.036
06073021204,2018,5803,18.236
06073021302,2018,7800,145.739
06073021304,2018,2571,30.965
06073019403,2018,5169,1.246
06073019503,2018,5708,0.690
06073019702,2018,5020,1.561
06037232800,2018,4086,0.165
06037234600,2018,4622,0.504
06037237900,2018,4517,0.378
06085503217,2018,4785,0.232
06085503323,2018,4865,0.437
06085503324,2018,3603,0.320
06085503325,2018,4591,0.433
06085504001,2018,6344,0.439
06085504201,2018,5036,1.154
06085504318,2018,5929,1.684
06085504411,2018,5836,0.527
06085504418,2018,5209,0.396
06037920313,2018,5800,1.128
06037920334,2018,6187,1.072
06037103101,2018,2597,0.783
06037104201,2018,4424,0.421
06037104320,2018,5599,0.467
06037104620,2018,3684,0.205
06037104701,2018,4325,0.213
06037104810,2018,5789,0.434
06037106112,2018,5885,1.247
06037106113,2018,3962,0.555
06037267501,2018,6489,0.175
06037920031,2018,5618,2.456
06037910401,2018,6823,3.767
06037910804,2018,2926,25.169
06037920018,2018,2095,0.374
06037601202,2018,3924,0.253
06037601802,2018,3956,0.187
06037601900,2018,5147,0.269
06037602302,2018,4610,0.751
06037602402,2018,6234,0.511
06037701502,2018,3672,0.236
06037543601,2018,3768,0.251
06059075202,2018,5346,0.451
06059075301,2018,5915,0.659
06059032032,2018,3004,0.700
06059032035,2018,2468,0.459
06059032038,2018,6239,1.365
06059032050,2018,5119,0.990
06059042111,2018,6069,2.145
06053011400,2018,4589,1415.903
06053012100,2018,2189,0.442
06053012600,2018,2414,0.627
06053013200,2018,4075,16.437
06053013300,2018,6110,2.150
06073008339,2018,2053,4.551
06073008347,2018,7037,0.876
06073008354,2018,9862,1.131
06073008505,2018,6576,1.137
06073017604,2018,7427,1.897
06073018400,2018,3275,0.505
06073015501,2018,5220,12.784
06073015703,2018,7066,0.264
06073015801,2018,3584,0.241
06073015802,2018,5175,0.364
06073015901,2018,3733,0.150
06073016000,2018,2290,0.716
06073016201,2018,5207,1.832
06073016610,2018,4185,0.520
06073016614,2018,3936,0.799
06073016615,2018,4477,0.826
06073016702,2018,8101,1.283
06073017022,2018,5708,1.717
06073017108,2018,4785,0.811
06073017305,2018,3247,1.529
06073017811,2018,7107,1.280
06073018511,2018,5382,0.652
06073018514,2018,8650,1.567
06073018516,2018,4166,0.838
06073018601,2018,5339,1.679
06073018609,2018,6502,0.507
06073018801,2018,3957,4.860
06073018905,2018,7270,1.088
06073019602,2018,5100,1.706
06073019902,2018,4229,1.004
06073019905,2018,4313,1.357
06073020013,2018,14446,4.044
06073020016,2018,9657,1.854
06019004408,2018,3691,2.020
06019004409,2018,3368,1.106
06019004801,2018,4714,0.453
06019004802,2018,4715,0.561
06059042317,2018,3186,1.213
06059042320,2018,5912,1.175
06059042325,2018,3614,2.483
06059052408,2018,6432,1.461
06059001202,2018,3705,0.338
06059001504,2018,4509,0.791
06059011102,2018,4390,0.427
06059063007,2018,7106,1.701
06059074405,2018,6550,0.409
06059074406,2018,3690,0.590
06111006500,2018,3720,0.600
06111006700,2018,3365,0.750
06111006900,2018,4049,1.078
06111007202,2018,4176,3.126
06111007505,2018,3307,0.596
06019004901,2018,4004,0.660
06019004902,2018,2085,0.387
06073020211,2018,6968,0.613
06073020304,2018,6898,5.382
06073020307,2018,7447,8.544
06073020601,2018,6303,0.500
06073001100,2018,3238,0.368
06073001700,2018,4370,0.244
06073001800,2018,5852,0.289
06073001900,2018,3131,0.690
06073002100,2018,5319,0.345
06073002401,2018,4864,0.252
06073002708,2018,5646,0.247
06073002709,2018,4250,0.240
06073002803,2018,5117,0.429
06073002902,2018,7406,0.617
06073003115,2018,7088,0.592
06073003202,2018,4563,0.506
06073003502,2018,4537,0.299
06073003602,2018,3213,0.253
06073004100,2018,7371,0.585
06073005100,2018,6711,0.626
06073006100,2018,2280,0.345
06073007100,2018,4701,1.106
06073007302,2018,2220,0.323
06073008102,2018,3542,0.531
06073008333,2018,15726,6.010
06037134720,2018,4549,0.382
06037137201,2018,6063,0.769
06037137502,2018,4823,0.807
06037137504,2018,2073,1.482
06037139702,2018,6230,3.419
06037143500,2018,5241,0.459
06037181400,2018,4669,0.340
06037189400,2018,3247,0.559
06037185202,2018,3729,0.465
06037188300,2018,3955,0.350
06037189902,2018,5117,0.141
06037190100,2018,4603,0.232
06037192300,2018,2475,0.340
06037195100,2018,5013,0.604
06037195720,2018,2079,0.112
06037199201,2018,3650,0.152
06037203200,2018,5168,0.200
06037203800,2018,4941,0.188
06037204700,2018,5676,0.391
06111007510,2018,6031,3.442
06111007511,2018,2443,10.208
06111007512,2018,5444,10.244
06111007513,2018,1675,0.668
06111007514,2018,6378,2.508
06111007609,2018,2550,0.567
06111007610,2018,5437,0.774
06111007611,2018,3768,0.882
06111007612,2018,5045,1.271
06111007613,2018,4666,7.080
06111007614,2018,8417,32.686
06111008600,2018,7692,0.529
06111008700,2018,5877,0.703
06111008800,2018,5513,0.487
06073015301,2018,3152,0.253
06073015405,2018,5434,1.814
06073015602,2018,2312,1.656
06073015704,2018,3873,0.364
06073016100,2018,6483,1.079
06073016301,2018,5290,0.412
06073016605,2018,7123,2.274
06073016606,2018,3948,1.053
06073016607,2018,6972,1.535
06073016612,2018,6037,2.452
06073016802,2018,7236,11.530
06073016806,2018,4691,0.589
06073017030,2018,23397,12.885
06073017031,2018,4125,0.408
06073017042,2018,8045,2.187
06073017044,2018,5696,0.931
06073017045,2018,2714,0.761
06073018700,2018,38932,209.776
06073018803,2018,4884,18.334
06073019106,2018,8883,30.727
06073019601,2018,6824,1.355
06073008200,2018,2900,0.502
06073008301,2018,2996,0.913
06073008305,2018,1877,1.722
06073008307,2018,3870,0.846
06073008324,2018,7222,2.115
06047000802,2018,3996,0.886
06047000901,2018,3836,294.210
06047000902,2018,9811,8.412
06047001200,2018,5431,1.640
06047001401,2018,4503,0.682
06031001100,2018,6999,3.763
06073013503,2018,6365,1.065
06073013506,2018,4392,2.420
06073013702,2018,5811,0.948
06073014002,2018,4672,0.812
06073014101,2018,3502,0.514
06073014804,2018,4210,0.492
06073019904,2018,7165,1.618
06097153403,2018,3825,3.299
06097153801,2018,10481,14.275
06097150100,2018,2456,59.643
06097150603,2018,7481,1.339
06097150702,2018,5021,7.879
06097151000,2018,4209,6.049
06097151301,2018,4874,0.455
06097152203,2018,3501,0.509
06097153005,2018,7024,9.565
06097153200,2018,8621,4.893
06097153502,2018,4591,26.836
06097153704,2018,3950,22.957
06097153901,2018,5144,25.480
06097150902,2018,3247,0.940
06097151306,2018,3599,0.431
06097153903,2018,4048,1.247
06097154100,2018,3845,223.844
06067006900,2018,4626,1.938
06067008137,2018,2450,0.419
06067008210,2018,5908,2.081
06067008404,2018,3471,1.038
06067008702,2018,2691,1.179
06067008905,2018,4679,0.623
06067008908,2018,4888,0.856
06067008910,2018,3828,0.647
06067000200,2018,3824,0.583
06067000400,2018,3851,0.376
06067004202,2018,6259,0.634
06067004203,2018,5618,0.632
06067004300,2018,9159,1.460
06067005202,2018,3642,0.679
06067005505,2018,5967,0.757
06075042800,2018,2490,0.213
06037482702,2018,2399,0.278
06037500201,2018,6978,2.789
06037500202,2018,4815,2.446
06037532304,2018,4176,3.164
06037532606,2018,4386,0.108
