optimizer,validation_split,lstm_units,learning_rate,batch_size,epochs,rmse
Adagrad,0.05,190.0,0.01,96.0,270.0,112.55921173095705
Adagrad,0.05,180.0,0.0001,96.0,270.0,184.38870239257807
Adagrad,0.05,180.0,0.001,96.0,270.0,147.40435791015625
Adagrad,0.05,180.0,0.01,96.0,270.0,117.80535125732422
Adagrad,0.05,170.0,0.0001,96.0,270.0,219.7738800048828
Adagrad,0.05,170.0,0.001,96.0,270.0,143.1577911376953
Adagrad,0.05,170.0,0.01,96.0,270.0,110.36257934570312
Adagrad,0.05,160.0,0.0001,96.0,270.0,157.39491271972656
Adagrad,0.05,160.0,0.001,96.0,270.0,143.7962646484375
Adagrad,0.05,160.0,0.01,96.0,270.0,112.4900131225586
Adagrad,0.05,150.0,0.0001,96.0,270.0,194.5751037597656
Adagrad,0.05,150.0,0.001,96.0,270.0,138.95697021484375
Adagrad,0.05,150.0,0.01,96.0,270.0,108.45510864257812
Adagrad,0.05,140.0,0.0001,96.0,270.0,146.28895568847656
Adagrad,0.05,140.0,0.001,96.0,270.0,146.4663848876953
Adagrad,0.05,140.0,0.01,96.0,270.0,108.45588684082033
Adagrad,0.05,130.0,0.0001,96.0,270.0,251.92971801757807
Adagrad,0.05,130.0,0.001,96.0,270.0,144.73028564453125
Adagrad,0.05,130.0,0.01,96.0,270.0,116.90743255615234
Adagrad,0.05,120.0,0.0001,96.0,270.0,145.20257568359375
Adagrad,0.05,120.0,0.001,96.0,270.0,143.54055786132812
Adagrad,0.05,120.0,0.01,96.0,270.0,114.1087646484375
Adagrad,0.05,110.0,0.0001,96.0,270.0,261.8105163574219
Adagrad,0.05,110.0,0.001,96.0,270.0,143.89076232910156
Adagrad,0.05,110.0,0.01,96.0,270.0,115.47444915771484
Adagrad,0.05,100.0,0.0001,96.0,270.0,188.21612548828125
Adagrad,0.05,100.0,0.001,96.0,270.0,146.640625
Adagrad,0.05,100.0,0.01,96.0,270.0,114.07243347167967
Adagrad,0.05,90.0,0.0001,96.0,270.0,142.08624267578125
Adagrad,0.05,90.0,0.001,96.0,270.0,146.4678192138672
Adagrad,0.05,90.0,0.01,96.0,270.0,117.02576446533205
Adagrad,0.05,80.0,0.0001,96.0,270.0,221.155029296875
Adagrad,0.05,80.0,0.001,96.0,270.0,139.44444274902344
Adagrad,0.05,80.0,0.01,96.0,270.0,116.06755828857422
Adagrad,0.05,70.0,0.0001,96.0,270.0,299.0302429199219
Adagrad,0.05,70.0,0.001,96.0,270.0,150.6287384033203
Adagrad,0.05,70.0,0.01,96.0,270.0,116.79193878173828
Adagrad,0.05,60.0,0.0001,96.0,270.0,158.23512268066406
Adagrad,0.05,60.0,0.001,96.0,270.0,141.0389404296875
Adagrad,0.05,60.0,0.01,96.0,270.0,118.91787719726562
Adagrad,0.05,50.0,0.0001,96.0,270.0,299.6666259765625
Adagrad,0.05,50.0,0.001,96.0,270.0,148.14154052734375
Adagrad,0.05,50.0,0.01,96.0,270.0,113.53695678710938
Adagrad,0.05,40.0,0.0001,96.0,270.0,353.91900634765625
Adagrad,0.05,40.0,0.001,96.0,270.0,142.19053649902344
Adagrad,0.05,40.0,0.01,96.0,270.0,123.1027603149414
Adagrad,0.05,30.0,0.0001,96.0,270.0,423.5852966308594
Adagrad,0.05,30.0,0.001,96.0,270.0,138.98365783691406
Adagrad,0.05,30.0,0.01,96.0,270.0,112.7504653930664
Adagrad,0.05,20.0,0.0001,96.0,270.0,315.1051940917969
Adagrad,0.05,20.0,0.001,96.0,270.0,141.97402954101562
Adagrad,0.05,20.0,0.01,96.0,270.0,128.91815185546875
Adagrad,0.05,10.0,0.0001,96.0,270.0,381.0977478027344
Adagrad,0.05,10.0,0.001,96.0,270.0,138.02734375
Adagrad,0.05,10.0,0.01,96.0,270.0,116.59078216552734
Adagrad,0.05,190.0,0.0001,64.0,270.0,149.15325927734375
Adagrad,0.05,190.0,0.001,64.0,270.0,142.69326782226562
Adagrad,0.05,190.0,0.01,64.0,270.0,104.75236511230467
Adagrad,0.05,180.0,0.0001,64.0,270.0,150.19960021972656
Adagrad,0.05,180.0,0.001,64.0,270.0,141.47207641601562
Adagrad,0.05,180.0,0.01,64.0,270.0,104.70397186279295
Adagrad,0.05,170.0,0.0001,64.0,270.0,146.314697265625
Adagrad,0.05,170.0,0.001,64.0,270.0,143.1820526123047
Adagrad,0.05,170.0,0.01,64.0,270.0,101.2045440673828
Adagrad,0.05,160.0,0.0001,64.0,270.0,149.13197326660156
Adagrad,0.05,160.0,0.001,64.0,270.0,146.15296936035156
Adagrad,0.05,160.0,0.01,64.0,270.0,103.56951904296876
Adagrad,0.05,150.0,0.0001,64.0,270.0,145.8460235595703
Adagrad,0.05,150.0,0.001,64.0,270.0,138.7044219970703
Adagrad,0.05,150.0,0.01,64.0,270.0,101.62782287597656
Adagrad,0.05,140.0,0.0001,64.0,270.0,145.93309020996094
Adagrad,0.05,140.0,0.001,64.0,270.0,140.3988494873047
Adagrad,0.05,140.0,0.01,64.0,270.0,105.686279296875
Adagrad,0.05,130.0,0.0001,64.0,270.0,145.6415557861328
Adagrad,0.05,130.0,0.001,64.0,270.0,142.13424682617188
Adagrad,0.05,130.0,0.01,64.0,270.0,99.28645324707033
Adagrad,0.05,120.0,0.0001,64.0,270.0,158.46835327148438
Adagrad,0.05,120.0,0.001,64.0,270.0,142.36843872070312
Adagrad,0.05,120.0,0.01,64.0,270.0,102.3056869506836
Adagrad,0.05,110.0,0.0001,64.0,270.0,143.65802001953125
Adagrad,0.05,110.0,0.001,64.0,270.0,144.51060485839844
Adagrad,0.05,110.0,0.01,64.0,270.0,104.9145278930664
Adagrad,0.05,100.0,0.0001,64.0,270.0,155.7883758544922
Adagrad,0.05,100.0,0.001,64.0,270.0,139.58937072753906
Adagrad,0.05,100.0,0.01,64.0,270.0,103.04176330566406
Adagrad,0.05,90.0,0.0001,64.0,270.0,150.0626220703125
Adagrad,0.05,90.0,0.001,64.0,270.0,143.7601318359375
Adagrad,0.05,90.0,0.01,64.0,270.0,107.51483917236328
Adagrad,0.05,80.0,0.0001,64.0,270.0,148.43533325195312
Adagrad,0.05,80.0,0.001,64.0,270.0,143.45252990722656
Adagrad,0.05,80.0,0.01,64.0,270.0,108.9920883178711
Adagrad,0.05,70.0,0.0001,64.0,270.0,155.3905792236328
Adagrad,0.05,70.0,0.001,64.0,270.0,142.871826171875
Adagrad,0.05,70.0,0.01,64.0,270.0,102.17564392089844
Adagrad,0.05,60.0,0.0001,64.0,270.0,206.40353393554688
Adagrad,0.05,60.0,0.001,64.0,270.0,141.70884704589844
Adagrad,0.05,60.0,0.01,64.0,270.0,103.31153106689452
Adagrad,0.05,50.0,0.0001,64.0,270.0,157.574951171875
Adagrad,0.05,50.0,0.001,64.0,270.0,141.9595489501953
Adagrad,0.05,50.0,0.01,64.0,270.0,98.2113265991211
Adagrad,0.05,40.0,0.0001,64.0,270.0,165.6470489501953
Adagrad,0.05,40.0,0.001,64.0,270.0,140.4639129638672
Adagrad,0.05,40.0,0.01,64.0,270.0,107.6297378540039
Adagrad,0.05,30.0,0.0001,64.0,270.0,154.10638427734375
Adagrad,0.05,30.0,0.001,64.0,270.0,153.19602966308594
Adagrad,0.05,30.0,0.01,64.0,270.0,106.75777435302734
Adagrad,0.05,20.0,0.0001,64.0,270.0,254.29466247558597
Adagrad,0.05,20.0,0.001,64.0,270.0,143.12046813964844
Adagrad,0.05,20.0,0.01,64.0,270.0,108.77385711669922
Adagrad,0.05,10.0,0.0001,64.0,270.0,212.20181274414065
Adagrad,0.05,10.0,0.001,64.0,270.0,201.7079315185547
Adagrad,0.05,10.0,0.01,64.0,270.0,111.01170349121094
Adagrad,0.05,190.0,0.0001,32.0,270.0,147.48233032226562
Adagrad,0.05,190.0,0.01,32.0,270.0,83.91352844238281
Adagrad,0.05,190.0,0.001,32.0,270.0,142.2841339111328
Adagrad,0.05,180.0,0.0001,32.0,270.0,150.1310272216797
Adagrad,0.05,180.0,0.001,32.0,270.0,134.9125518798828
Adagrad,0.05,180.0,0.01,32.0,270.0,83.1802978515625
Adagrad,0.05,170.0,0.0001,32.0,270.0,144.7427978515625
Adagrad,0.05,170.0,0.001,32.0,270.0,137.7888946533203
Adagrad,0.05,170.0,0.01,32.0,270.0,83.85980987548828
Adagrad,0.05,160.0,0.0001,32.0,270.0,146.8281707763672
Adagrad,0.05,160.0,0.001,32.0,270.0,137.79959106445312
Adagrad,0.05,160.0,0.01,32.0,270.0,85.28340911865234
Adagrad,0.05,150.0,0.0001,32.0,270.0,148.62673950195312
Adagrad,0.05,150.0,0.001,32.0,270.0,139.4385986328125
Adagrad,0.05,150.0,0.01,32.0,270.0,79.94586944580078
Adagrad,0.05,140.0,0.0001,32.0,270.0,155.48670959472656
Adagrad,0.05,140.0,0.001,32.0,270.0,130.66909790039062
Adagrad,0.05,140.0,0.01,32.0,270.0,83.3300552368164
Adagrad,0.05,130.0,0.0001,32.0,270.0,148.41688537597656
Adagrad,0.05,130.0,0.001,32.0,270.0,137.77581787109375
Adagrad,0.05,130.0,0.01,32.0,270.0,81.78359985351562
Adagrad,0.05,120.0,0.0001,32.0,270.0,144.76731872558594
Adagrad,0.05,120.0,0.001,32.0,270.0,138.97410583496094
Adagrad,0.05,120.0,0.01,32.0,270.0,86.95586395263672
Adagrad,0.05,110.0,0.0001,32.0,270.0,174.3671875
Adagrad,0.05,110.0,0.001,32.0,270.0,137.399658203125
Adagrad,0.05,110.0,0.01,32.0,270.0,85.68712615966797
Adagrad,0.05,100.0,0.0001,32.0,270.0,161.98095703125
Adagrad,0.05,100.0,0.001,32.0,270.0,136.8153839111328
Adagrad,0.05,100.0,0.01,32.0,270.0,81.88126373291016
Adagrad,0.05,90.0,0.0001,32.0,270.0,147.4810791015625
Adagrad,0.05,90.0,0.001,32.0,270.0,134.61776733398438
Adagrad,0.05,90.0,0.01,32.0,270.0,85.72743225097656
Adagrad,0.05,80.0,0.0001,32.0,270.0,146.54031372070312
Adagrad,0.05,80.0,0.001,32.0,270.0,143.6981964111328
Adagrad,0.05,80.0,0.01,32.0,270.0,81.9675064086914
Adagrad,0.05,70.0,0.0001,32.0,270.0,139.09739685058594
Adagrad,0.05,70.0,0.001,32.0,270.0,141.39732360839844
Adagrad,0.05,70.0,0.01,32.0,270.0,85.50654602050781
Adagrad,0.05,60.0,0.0001,32.0,270.0,190.3579864501953
Adagrad,0.05,60.0,0.001,32.0,270.0,137.4880828857422
Adagrad,0.05,60.0,0.01,32.0,270.0,79.33575439453125
Adagrad,0.05,50.0,0.0001,32.0,270.0,152.0163116455078
Adagrad,0.05,50.0,0.001,32.0,270.0,141.65304565429688
Adagrad,0.05,50.0,0.01,32.0,270.0,80.7341537475586
Adagrad,0.05,40.0,0.0001,32.0,270.0,974.4684448242188
Adagrad,0.05,40.0,0.001,32.0,270.0,139.19288635253906
Adagrad,0.05,40.0,0.01,32.0,270.0,83.23117065429688
Adagrad,0.05,30.0,0.0001,32.0,270.0,144.67994689941406
Adagrad,0.05,30.0,0.001,32.0,270.0,136.71815490722656
Adagrad,0.05,30.0,0.01,32.0,270.0,92.42884826660156
Adagrad,0.05,20.0,0.0001,32.0,270.0,154.76358032226562
Adagrad,0.05,20.0,0.001,32.0,270.0,144.728515625
Adagrad,0.05,20.0,0.01,32.0,270.0,93.9635772705078
Adagrad,0.05,10.0,0.0001,32.0,270.0,140.74545288085938
Adagrad,0.05,10.0,0.001,32.0,270.0,150.95277404785156
Adagrad,0.05,10.0,0.01,32.0,270.0,85.9632568359375
Adagrad,0.05,190.0,0.0001,160.0,250.0,142.87881469726562
Adagrad,0.05,190.0,0.001,160.0,250.0,143.80685424804688
Adagrad,0.05,190.0,0.01,160.0,250.0,124.93273162841795
Adagrad,0.05,180.0,0.0001,160.0,250.0,189.2526092529297
Adagrad,0.05,180.0,0.001,160.0,250.0,148.34861755371094
Adagrad,0.05,180.0,0.01,160.0,250.0,125.28314971923828
Adagrad,0.05,170.0,0.0001,160.0,250.0,167.80140686035156
Adagrad,0.05,170.0,0.001,160.0,250.0,139.8837432861328
Adagrad,0.05,170.0,0.01,160.0,250.0,126.92463684082033
Adagrad,0.05,160.0,0.0001,160.0,250.0,143.15904235839844
Adagrad,0.05,160.0,0.001,160.0,250.0,141.93736267089844
Adagrad,0.05,160.0,0.01,160.0,250.0,123.76950073242188
Adagrad,0.05,150.0,0.0001,160.0,250.0,154.7002410888672
Adagrad,0.05,150.0,0.001,160.0,250.0,143.47463989257812
Adagrad,0.05,150.0,0.01,160.0,250.0,122.67963409423828
Adagrad,0.05,140.0,0.0001,160.0,250.0,648.4824829101562
Adagrad,0.05,140.0,0.001,160.0,250.0,143.1977081298828
Adagrad,0.05,140.0,0.01,160.0,250.0,124.64354705810548
Adagrad,0.05,130.0,0.0001,160.0,250.0,231.3973846435547
Adagrad,0.05,130.0,0.001,160.0,250.0,143.39413452148438
Adagrad,0.05,130.0,0.01,160.0,250.0,123.9355239868164
Adagrad,0.05,120.0,0.0001,160.0,250.0,157.18954467773438
Adagrad,0.05,120.0,0.001,160.0,250.0,144.2353515625
Adagrad,0.05,120.0,0.01,160.0,250.0,127.10789489746094
Adagrad,0.05,110.0,0.0001,160.0,250.0,146.4341278076172
Adagrad,0.05,110.0,0.001,160.0,250.0,141.48220825195312
Adagrad,0.05,110.0,0.01,160.0,250.0,126.80859375
Adagrad,0.05,100.0,0.0001,160.0,250.0,146.4128875732422
Adagrad,0.05,100.0,0.001,160.0,250.0,147.43948364257812
Adagrad,0.05,100.0,0.01,160.0,250.0,120.99765014648438
Adagrad,0.05,90.0,0.0001,160.0,250.0,249.4576416015625
Adagrad,0.05,90.0,0.001,160.0,250.0,144.7797088623047
Adagrad,0.05,90.0,0.01,160.0,250.0,125.28868103027344
Adagrad,0.05,80.0,0.0001,160.0,250.0,142.61766052246094
Adagrad,0.05,80.0,0.001,160.0,250.0,141.0322265625
Adagrad,0.05,80.0,0.01,160.0,250.0,124.74655151367188
Adagrad,0.05,70.0,0.0001,160.0,250.0,162.50340270996094
Adagrad,0.05,70.0,0.001,160.0,250.0,148.8896942138672
Adagrad,0.05,70.0,0.01,160.0,250.0,124.19499969482422
Adagrad,0.05,60.0,0.0001,160.0,250.0,313.5036315917969
Adagrad,0.05,60.0,0.001,160.0,250.0,148.17010498046875
Adagrad,0.05,60.0,0.01,160.0,250.0,130.49635314941406
Adagrad,0.05,50.0,0.0001,160.0,250.0,198.23388671875
Adagrad,0.05,50.0,0.001,160.0,250.0,146.44546508789062
Adagrad,0.05,50.0,0.01,160.0,250.0,122.51075744628906
Adagrad,0.05,40.0,0.0001,160.0,250.0,519.5374755859375
Adagrad,0.05,40.0,0.001,160.0,250.0,148.5507049560547
Adagrad,0.05,40.0,0.01,160.0,250.0,119.57027435302734
Adagrad,0.05,30.0,0.0001,160.0,250.0,228.5758056640625
Adagrad,0.05,30.0,0.001,160.0,250.0,152.85348510742188
Adagrad,0.05,30.0,0.01,160.0,250.0,122.27273559570312
Adagrad,0.05,20.0,0.0001,160.0,250.0,571.2027587890625
Adagrad,0.05,20.0,0.001,160.0,250.0,151.08815002441406
Adagrad,0.05,20.0,0.01,160.0,250.0,139.636962890625
Adagrad,0.05,10.0,0.0001,160.0,250.0,227.0767517089844
Adagrad,0.05,10.0,0.001,160.0,250.0,139.25387573242188
Adagrad,0.05,10.0,0.01,160.0,250.0,140.9318084716797
Adagrad,0.05,190.0,0.0001,128.0,250.0,151.11412048339844
Adagrad,0.05,190.0,0.001,128.0,250.0,149.9672393798828
Adagrad,0.05,190.0,0.01,128.0,250.0,132.9598388671875
Adagrad,0.05,180.0,0.0001,128.0,250.0,145.33023071289062
Adagrad,0.05,180.0,0.001,128.0,250.0,152.2876739501953
Adagrad,0.05,180.0,0.01,128.0,250.0,135.53268432617188
Adagrad,0.05,170.0,0.0001,128.0,250.0,145.53260803222656
Adagrad,0.05,170.0,0.001,128.0,250.0,144.9855194091797
Adagrad,0.05,170.0,0.01,128.0,250.0,137.547607421875
Adagrad,0.05,160.0,0.0001,128.0,250.0,174.45513916015625
Adagrad,0.05,160.0,0.001,128.0,250.0,146.87474060058594
Adagrad,0.05,160.0,0.01,128.0,250.0,134.52635192871094
Adagrad,0.05,150.0,0.0001,128.0,250.0,217.559326171875
Adagrad,0.05,150.0,0.001,128.0,250.0,145.36367797851562
Adagrad,0.05,150.0,0.01,128.0,250.0,129.17860412597656
Adagrad,0.05,140.0,0.0001,128.0,250.0,224.6551818847656
Adagrad,0.05,140.0,0.001,128.0,250.0,143.91729736328125
Adagrad,0.05,140.0,0.01,128.0,250.0,134.73594665527344
Adagrad,0.05,130.0,0.0001,128.0,250.0,198.85791015625
Adagrad,0.05,130.0,0.001,128.0,250.0,144.8163604736328
Adagrad,0.05,130.0,0.01,128.0,250.0,130.91326904296875
Adagrad,0.05,120.0,0.0001,128.0,250.0,153.33563232421875
Adagrad,0.05,120.0,0.001,128.0,250.0,147.587646484375
Adagrad,0.05,120.0,0.01,128.0,250.0,128.78164672851562
Adagrad,0.05,110.0,0.0001,128.0,250.0,196.3604736328125
Adagrad,0.05,110.0,0.001,128.0,250.0,144.78286743164062
Adagrad,0.05,110.0,0.01,128.0,250.0,132.95704650878906
Adagrad,0.05,100.0,0.0001,128.0,250.0,159.9658660888672
Adagrad,0.05,100.0,0.001,128.0,250.0,143.85858154296875
Adagrad,0.05,100.0,0.01,128.0,250.0,130.9359893798828
Adagrad,0.05,90.0,0.0001,128.0,250.0,180.12196350097656
Adagrad,0.05,90.0,0.001,128.0,250.0,142.44549560546875
Adagrad,0.05,90.0,0.01,128.0,250.0,127.21817779541016
Adagrad,0.05,80.0,0.0001,128.0,250.0,399.63677978515625
Adagrad,0.05,80.0,0.001,128.0,250.0,143.80494689941406
Adagrad,0.05,80.0,0.01,128.0,250.0,127.63115692138672
Adagrad,0.05,70.0,0.0001,128.0,250.0,152.29043579101562
Adagrad,0.05,70.0,0.001,128.0,250.0,147.57882690429688
Adagrad,0.05,70.0,0.01,128.0,250.0,126.2594757080078
Adagrad,0.05,60.0,0.0001,128.0,250.0,304.8408508300781
Adagrad,0.05,60.0,0.001,128.0,250.0,136.53839111328125
Adagrad,0.05,60.0,0.01,128.0,250.0,123.3670654296875
Adagrad,0.05,50.0,0.0001,128.0,250.0,153.2418670654297
Adagrad,0.05,50.0,0.001,128.0,250.0,150.98007202148438
Adagrad,0.05,50.0,0.01,128.0,250.0,123.44235229492188
Adagrad,0.05,40.0,0.0001,128.0,250.0,149.0967559814453
Adagrad,0.05,40.0,0.001,128.0,250.0,148.307861328125
Adagrad,0.05,40.0,0.01,128.0,250.0,128.82728576660156
Adagrad,0.05,30.0,0.001,128.0,250.0,151.1715850830078
Adagrad,0.05,30.0,0.0001,128.0,250.0,317.1897888183594
Adagrad,0.05,30.0,0.01,128.0,250.0,123.2633285522461
Adagrad,0.05,20.0,0.0001,128.0,250.0,505.8818359375
Adagrad,0.05,20.0,0.001,128.0,250.0,265.8182678222656
Adagrad,0.05,20.0,0.01,128.0,250.0,124.94886779785156
Adagrad,0.05,10.0,0.0001,128.0,250.0,761.5531005859375
Adagrad,0.05,10.0,0.001,128.0,250.0,142.56326293945312
Adagrad,0.05,10.0,0.01,128.0,250.0,120.06050872802734
Adagrad,0.05,190.0,0.0001,96.0,250.0,153.25636291503906
Adagrad,0.05,190.0,0.001,96.0,250.0,146.31021118164062
Adagrad,0.05,190.0,0.01,96.0,250.0,125.9906234741211
Adagrad,0.05,180.0,0.0001,96.0,250.0,146.41030883789062
Adagrad,0.05,180.0,0.001,96.0,250.0,146.8239288330078
Adagrad,0.05,180.0,0.01,96.0,250.0,128.5906219482422
Adagrad,0.05,170.0,0.0001,96.0,250.0,157.09339904785156
Adagrad,0.05,170.0,0.001,96.0,250.0,144.44161987304688
Adagrad,0.05,160.0,0.0001,96.0,250.0,146.86508178710938
Adagrad,0.05,170.0,0.01,96.0,250.0,128.32789611816406
Adagrad,0.05,160.0,0.001,96.0,250.0,144.54296875
Adagrad,0.05,160.0,0.01,96.0,250.0,122.56128692626952
Adagrad,0.05,150.0,0.0001,96.0,250.0,155.24363708496094
Adagrad,0.05,150.0,0.001,96.0,250.0,144.62643432617188
Adagrad,0.05,150.0,0.01,96.0,250.0,123.4625473022461
Adagrad,0.05,140.0,0.0001,96.0,250.0,152.307373046875
Adagrad,0.05,140.0,0.001,96.0,250.0,145.41766357421875
Adagrad,0.05,140.0,0.01,96.0,250.0,123.73548126220705
Adagrad,0.05,130.0,0.0001,96.0,250.0,150.45042419433594
Adagrad,0.05,130.0,0.001,96.0,250.0,143.86012268066406
Adagrad,0.05,130.0,0.01,96.0,250.0,121.19125366210938
Adagrad,0.05,120.0,0.0001,96.0,250.0,159.0290069580078
Adagrad,0.05,120.0,0.001,96.0,250.0,144.7161865234375
Adagrad,0.05,120.0,0.01,96.0,250.0,121.61572265625
Adagrad,0.05,110.0,0.0001,96.0,250.0,147.0345001220703
Adagrad,0.05,110.0,0.001,96.0,250.0,143.7618408203125
Adagrad,0.05,110.0,0.01,96.0,250.0,121.7234344482422
Adagrad,0.05,100.0,0.0001,96.0,250.0,147.1781768798828
Adagrad,0.05,100.0,0.001,96.0,250.0,138.8546600341797
Adagrad,0.05,100.0,0.01,96.0,250.0,127.30548858642578
Adagrad,0.05,90.0,0.0001,96.0,250.0,145.27503967285156
Adagrad,0.05,90.0,0.001,96.0,250.0,144.6200714111328
Adagrad,0.05,90.0,0.01,96.0,250.0,120.960205078125
Adagrad,0.05,80.0,0.0001,96.0,250.0,147.86691284179688
Adagrad,0.05,80.0,0.001,96.0,250.0,141.41238403320312
Adagrad,0.05,80.0,0.01,96.0,250.0,120.19530487060548
Adagrad,0.05,70.0,0.0001,96.0,250.0,150.06277465820312
Adagrad,0.05,70.0,0.01,96.0,250.0,121.07935333251952
Adagrad,0.05,70.0,0.001,96.0,250.0,142.2432098388672
Adagrad,0.05,60.0,0.0001,96.0,250.0,147.7150115966797
Adagrad,0.05,60.0,0.001,96.0,250.0,144.58358764648438
Adagrad,0.05,60.0,0.01,96.0,250.0,114.27647399902344
Adagrad,0.05,50.0,0.0001,96.0,250.0,876.9439697265625
Adagrad,0.05,50.0,0.001,96.0,250.0,138.8826141357422
Adagrad,0.05,50.0,0.01,96.0,250.0,126.00076293945312
Adagrad,0.05,40.0,0.0001,96.0,250.0,187.1581573486328
Adagrad,0.05,40.0,0.001,96.0,250.0,144.6800079345703
Adagrad,0.05,40.0,0.01,96.0,250.0,119.5296630859375
Adagrad,0.05,30.0,0.0001,96.0,250.0,191.1282196044922
Adagrad,0.05,30.0,0.001,96.0,250.0,134.5857391357422
Adagrad,0.05,30.0,0.01,96.0,250.0,125.7330551147461
Adagrad,0.05,20.0,0.0001,96.0,250.0,446.0157775878906
Adagrad,0.05,20.0,0.001,96.0,250.0,147.28517150878906
Adagrad,0.05,20.0,0.01,96.0,250.0,117.50362396240234
Adagrad,0.05,10.0,0.0001,96.0,250.0,560.5795288085938
Adagrad,0.05,10.0,0.001,96.0,250.0,146.03363037109375
Adagrad,0.05,10.0,0.01,96.0,250.0,127.05059814453124
Adagrad,0.05,190.0,0.0001,64.0,250.0,145.17396545410156
Adagrad,0.05,190.0,0.001,64.0,250.0,147.13226318359375
Adagrad,0.05,190.0,0.01,64.0,250.0,119.49971771240234
Adagrad,0.05,180.0,0.0001,64.0,250.0,145.79354858398438
Adagrad,0.05,180.0,0.001,64.0,250.0,139.7715606689453
Adagrad,0.05,180.0,0.01,64.0,250.0,116.29490661621094
Adagrad,0.05,170.0,0.0001,64.0,250.0,141.6461944580078
Adagrad,0.05,170.0,0.001,64.0,250.0,143.42176818847656
Adagrad,0.05,170.0,0.01,64.0,250.0,110.3543701171875
Adagrad,0.05,160.0,0.0001,64.0,250.0,148.91648864746094
Adagrad,0.05,160.0,0.001,64.0,250.0,143.81520080566406
Adagrad,0.05,160.0,0.01,64.0,250.0,108.68202209472656
Adagrad,0.05,150.0,0.0001,64.0,250.0,155.0383758544922
Adagrad,0.05,150.0,0.001,64.0,250.0,141.54598999023438
Adagrad,0.05,150.0,0.01,64.0,250.0,107.24959564208984
Adagrad,0.05,140.0,0.0001,64.0,250.0,145.4049835205078
Adagrad,0.05,140.0,0.001,64.0,250.0,143.75808715820312
Adagrad,0.05,140.0,0.01,64.0,250.0,114.36087036132812
Adagrad,0.05,130.0,0.0001,64.0,250.0,149.76507568359375
Adagrad,0.05,130.0,0.001,64.0,250.0,144.79347229003906
Adagrad,0.05,130.0,0.01,64.0,250.0,115.63494873046876
Adagrad,0.05,120.0,0.0001,64.0,250.0,145.36717224121094
Adagrad,0.05,110.0,0.0001,64.0,250.0,200.62110900878903
Adagrad,0.05,120.0,0.001,64.0,250.0,145.1334991455078
Adagrad,0.05,120.0,0.01,64.0,250.0,107.8813018798828
Adagrad,0.05,110.0,0.001,64.0,250.0,139.79837036132812
Adagrad,0.05,110.0,0.01,64.0,250.0,109.60620880126952
Adagrad,0.05,100.0,0.0001,64.0,250.0,157.18797302246094
Adagrad,0.05,100.0,0.001,64.0,250.0,141.89520263671875
Adagrad,0.05,100.0,0.01,64.0,250.0,110.3652114868164
Adagrad,0.05,90.0,0.0001,64.0,250.0,145.34568786621094
Adagrad,0.05,90.0,0.001,64.0,250.0,141.0113525390625
Adagrad,0.05,90.0,0.01,64.0,250.0,114.6171417236328
Adagrad,0.05,80.0,0.0001,64.0,250.0,141.15682983398438
Adagrad,0.05,80.0,0.001,64.0,250.0,143.36814880371094
Adagrad,0.05,80.0,0.01,64.0,250.0,111.70947265625
Adagrad,0.05,70.0,0.0001,64.0,250.0,148.6507568359375
Adagrad,0.05,70.0,0.001,64.0,250.0,144.7174072265625
Adagrad,0.05,70.0,0.01,64.0,250.0,108.3464126586914
Adagrad,0.05,60.0,0.0001,64.0,250.0,149.87596130371094
Adagrad,0.05,60.0,0.001,64.0,250.0,144.4937744140625
Adagrad,0.05,60.0,0.01,64.0,250.0,106.4209442138672
Adagrad,0.05,50.0,0.0001,64.0,250.0,191.3103485107422
Adagrad,0.05,50.0,0.001,64.0,250.0,144.2095489501953
Adagrad,0.05,50.0,0.01,64.0,250.0,106.10155487060548
Adagrad,0.05,40.0,0.0001,64.0,250.0,174.979248046875
Adagrad,0.05,40.0,0.001,64.0,250.0,147.97811889648438
Adagrad,0.05,40.0,0.01,64.0,250.0,103.67697143554688
Adagrad,0.05,30.0,0.0001,64.0,250.0,179.91021728515625
Adagrad,0.05,30.0,0.001,64.0,250.0,146.34742736816406
Adagrad,0.05,30.0,0.01,64.0,250.0,105.52515411376952
Adagrad,0.05,20.0,0.0001,64.0,250.0,321.708984375
Adagrad,0.05,20.0,0.001,64.0,250.0,140.553955078125
Adagrad,0.05,20.0,0.01,64.0,250.0,108.10655212402344
Adagrad,0.05,10.0,0.0001,64.0,250.0,254.8554534912109
Adagrad,0.05,10.0,0.001,64.0,250.0,150.40879821777344
Adagrad,0.05,10.0,0.01,64.0,250.0,119.957763671875
Adagrad,0.05,190.0,0.0001,32.0,250.0,141.9628448486328
Adagrad,0.05,190.0,0.001,32.0,250.0,135.56809997558594
Adagrad,0.05,190.0,0.01,32.0,250.0,87.41217803955078
Adagrad,0.05,180.0,0.0001,32.0,250.0,148.85206604003906
Adagrad,0.05,180.0,0.001,32.0,250.0,139.1444549560547
Adagrad,0.05,180.0,0.01,32.0,250.0,90.8033218383789
Adagrad,0.05,170.0,0.0001,32.0,250.0,149.9554443359375
Adagrad,0.05,170.0,0.001,32.0,250.0,136.12216186523438
Adagrad,0.05,170.0,0.01,32.0,250.0,90.1316146850586
Adagrad,0.05,160.0,0.0001,32.0,250.0,147.1259765625
